num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,localization_error,best_localization_error
1,0,False,False,False,1.0,0.0;,1.0913936421275139e-11;
1,0,False,False,False,1.0,1.8189894035458565e-12;,4.5620022152377545e-11;
1,0,,True,False,,,
1,0,False,False,False,1.0,5.204511413833454e-10;,8.580155856231252e-12;
1,0,,True,False,,,
1,0,False,False,False,1.0,0.0;,4.42952865774202e-11;
1,0,,True,False,,,
1,0,False,False,False,1.0,0.0;,1.4206761399521663e-11;
1,0,False,False,False,1.0,0.0;,5.532240293449121e-12;
1,0,False,False,False,1.0,6.500183511964e-11;,8.134767913360665e-12;
1,0,False,False,False,1.0,9.094947017729282e-13;,9.668061295755842e-12;
1,0,False,False,False,1.0,8.981260180007666e-12;,2.6625059341867104e-11;
1,0,,True,False,,,
1,0,False,False,False,1.0,9.094947017729282e-13;,2.6625059341867104e-11;
1,0,,True,False,,,
1,0,False,False,False,1.0,2.688068722398071e-12;,0.0;
1,0,False,False,False,1.0,2.0597407151391778e-12;,3.279229782005122e-12;
